user_id,user_first_touch_timestamp,email,updated
UA000000107385735,1.59388E+15,epatrick@bennett.com,2024-06-02T16:13:18.031+0000
UA000000107385735,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107385736,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107385886,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107385891,1.59388E+15,lallen@brown.biz,2024-06-02T16:13:18.031+0000
UA000000107385891,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107385910,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386007,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386246,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386381,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386398,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386487,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386571,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386616,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386620,1.59388E+15,michaelwilliamson@johnson-brown.com,2024-06-02T16:13:18.031+0000
UA000000107386620,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386750,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386821,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386838,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387009,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387080,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387088,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387301,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387492,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387497,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387499,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387538,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387543,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387565,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387598,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387671,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387703,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387724,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387734,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387751,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387780,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387792,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387840,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387871,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387989,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388221,1.59388E+15,derrickmichael@hotmail.com,2024-06-02T16:13:18.031+0000
UA000000107388221,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388271,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388507,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388510,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388602,1.59388E+15,sylvia81@ellis.com,2024-06-02T16:13:18.031+0000
UA000000107388602,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388624,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388744,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388777,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388949,1.59388E+15,dawnanderson@bush.com,2024-06-02T16:13:18.031+0000
UA000000107388949,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388952,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388957,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389020,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389051,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389053,1.59388E+15,robert34@gibson-collins.biz,2024-06-02T16:13:18.031+0000
UA000000107389053,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389162,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389284,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389307,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389309,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389315,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389329,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389332,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389629,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389733,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389773,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389778,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389877,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389899,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389940,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390009,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390200,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390211,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390220,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390259,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390289,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390386,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390544,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390723,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390788,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390859,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390971,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390982,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390999,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391052,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391079,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391088,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391135,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391149,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391172,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391209,1.59388E+15,millerjonathan@hotmail.com,2024-06-02T16:13:18.031+0000
UA000000107391209,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391368,1.59388E+15,christopher0850@gmail.com,2024-06-02T16:13:18.031+0000
UA000000107391368,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391442,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391553,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391573,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391597,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391685,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391697,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391736,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391768,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391995,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107392032,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107392195,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107392221,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107392307,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107392409,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107392574,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107392636,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107392705,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107392855,1.59388E+15,nicholssandra@hotmail.com,2024-06-02T16:13:18.031+0000
UA000000107392855,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107392926,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107392958,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107392960,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107393148,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107393204,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107393208,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107393224,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107393336,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107393392,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107393406,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107393733,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107393857,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107393878,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107393899,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107393963,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107393989,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107394114,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107394135,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107394136,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107394247,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107394461,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107394499,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107395112,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107395126,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107395136,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107395144,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107395200,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107395263,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107395355,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107395398,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107395489,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107395514,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107395526,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107395532,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107395750,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107395852,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107395854,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107396078,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107396111,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107396169,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107396225,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107396400,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107396431,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107396470,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107396518,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107396522,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107396590,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107396659,1.59388E+15,jordancain@yahoo.com,2024-06-02T16:13:18.031+0000
UA000000107396659,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107396804,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107396937,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107396952,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107397033,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107397037,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107397284,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107397299,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107397643,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107397728,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107397879,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107397950,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107397958,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107398037,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107398145,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107398535,1.59388E+15,jeffreycarr@smith.com,2024-06-02T16:13:18.031+0000
UA000000107398535,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107398550,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107398789,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107398797,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107398926,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107399074,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107399307,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107399425,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107399518,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107399545,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107399570,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107399610,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107399632,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107400035,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107362433,1.59388E+15,santanawilliam@munoz.biz,2024-06-02T16:13:18.031+0000
UA000000107386250,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390169,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107391757,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107393013,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107399077,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107355987,1.59388E+15,robert03@cohen-kaiser.net,2024-06-02T16:13:18.031+0000
UA000000107356825,1.59388E+15,sullivanjohn@dunn.com,2024-06-02T16:13:18.031+0000
UA000000107362835,1.59388E+15,lucas59@murray-allison.com,2024-06-02T16:13:18.031+0000
UA000000107375364,1.59388E+15,james60@lyons.biz,2024-06-02T16:13:18.031+0000
UA000000107377392,1.59388E+15,richardsmith@lowe-fuller.com,2024-06-02T16:13:18.031+0000
UA000000107377819,1.59388E+15,jennaberry@yahoo.com,2024-06-02T16:13:18.031+0000
UA000000107378680,1.59388E+15,jjohnson85@gmail.com,2024-06-02T16:13:18.031+0000
UA000000107381244,1.59388E+15,krystal33@nichols-gonzales.biz,2024-06-02T16:13:18.031+0000
UA000000107382007,1.59388E+15,mflores35@gmail.com,2024-06-02T16:13:18.031+0000
UA000000107383039,1.59388E+15,phillipsrobert@jenkins-caldwell.com,2024-06-02T16:13:18.031+0000
UA000000107383270,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107383310,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107383319,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107383391,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107383453,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107383486,1.59388E+15,doughertydarlene@yahoo.com,2024-06-02T16:13:18.031+0000
UA000000107383486,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107383531,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107383635,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107383652,1.59388E+15,taylorspencer@hughes.com,2024-06-02T16:13:18.031+0000
UA000000107383652,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107383981,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107384172,1.59388E+15,brownjustin@yahoo.com,2024-06-02T16:13:18.031+0000
UA000000107384172,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107384208,1.59388E+15,sarahfields@vaughn.net,2024-06-02T16:13:18.031+0000
UA000000107384208,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107384227,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107384281,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107384398,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107384430,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107384438,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107384602,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107384682,1.59388E+15,carl60@cobb.com,2024-06-02T16:13:18.031+0000
UA000000107384682,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107384806,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107384818,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107384860,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107384903,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107384948,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107385001,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107385063,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107385097,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107385140,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107385170,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107385269,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107385415,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107385455,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107385531,1.59388E+15,jonathan47@jackson.com,2024-06-02T16:13:18.031+0000
UA000000107385531,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107385645,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107385738,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107385872,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107385958,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386101,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386109,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386137,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386170,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386262,1.59388E+15,eperry59@gmail.com,2024-06-02T16:13:18.031+0000
UA000000107386262,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386291,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386311,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386328,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386390,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386418,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386464,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386507,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386622,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386648,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386733,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386796,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386834,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386853,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386855,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386871,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107386871,1.59388E+15,fordcharles@mata.biz,2024-06-02T16:13:18.031+0000
UA000000107386926,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387141,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387142,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387275,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387295,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387302,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387396,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387592,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387609,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387680,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387701,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107387777,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388026,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388029,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388034,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388182,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388217,1.59388E+15,robin93@yahoo.com,2024-06-02T16:13:18.031+0000
UA000000107388217,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388218,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388394,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388547,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388551,1.59388E+15,robertwatson@cohen.biz,2024-06-02T16:13:18.031+0000
UA000000107388551,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388571,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388621,1.59388E+15,tyu90@yahoo.com,2024-06-02T16:13:18.031+0000
UA000000107388621,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388672,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388886,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388994,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107388998,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389000,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389025,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389134,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389189,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389227,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389466,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389508,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389522,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389632,1.59388E+15,vvincent@rodriguez-robinson.info,2024-06-02T16:13:18.031+0000
UA000000107389632,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389646,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389648,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389757,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389777,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107389788,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390001,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390063,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390077,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390411,1.59388E+15,sanchezstephanie@myers.biz,2024-06-02T16:13:18.031+0000
UA000000107390411,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390422,1.59388E+15,,2024-06-02T16:13:18.031+0000
UA000000107390507,1.59388E+15,,2024-06-02T16:13:18.031+0000
